"","sentimento","term","count"
"3336","text85","total",1
"3337","text63","prejudicadas",1
"3338","text63","vale",1
"3339","text63","votos",1
"3340","text63","destinada",1
"3341","text63","desqualificada",1
"3342","text63","divisão",1
"3343","text63","deixa",1
"3344","text63","desejar",1
"3345","text64","apoio",1
"3346","text70","apoio",1
"3347","text64","solicitação",1
"3348","text64","pouquíssimas",1
"3349","text70","pouquíssimas",1
"3350","text65","discriminação",1
"3351","text65","esquerda",1
"3352","text65","permitindo",1
"3353","text65","#aumentaasvagas",1
"3354","text66","perde",1
"3355","text66","perderão",1
"3356","text66","outras",1
"3357","text85","outras",1
"3358","text66","entrarão",1
"3359","text66","preparatório",1
"3360","text66","reconsidere",1
"3361","text66","prorrogue",1
"3362","text66","chame",1
"3363","text76","chame",1
"3364","text107","chame",1
"3365","text113","chame",1
"3366","text66","especial",1
"3367","text66","histórica",1
"3368","text66","recebe",1
"3369","text66","bastante",1
"3370","text66","turistas",1
"3371","text66","além",1
"3372","text96","além",2
"3373","text66","disso",1
"3374","text96","disso",1
"3375","text66","bandidagem",1
"3376","text66","lugares",1
"3377","text66","passa",1
"3378","text66","viatura",1
"3379","text66","horas",1
"3380","text66","ocorrência",1
"3381","text66","chegar",1
"3382","text72","chegar",1
"3383","text66","minutos",1
"3384","text184","minutos",1
"3385","text66","ocorrido",1
"3386","text66","congestionamentos",1
"3387","text66","reforçar",1
"3388","text66","entrar",1
"3389","text175","entrar",1
"3390","text67","oportunidades",1
"3391","text67","vc",1
"3392","text85","vc",1
"3393","text68","sonha",1
"3394","text68","representar",1
"3395","text68","carta",1
"3396","text87","carta",1
"3397","text68","magna",1
"3398","text87","magna",1
"3399","text68","reforça",1
"3400","text68","atrigo",1
"3401","text68","5º",1
"3402","text87","5º",1
"3403","text68","inciso",1
"3404","text68","i",1
"3405","text68","obrigações",1
"3406","text68","desta",1
"3407","text68","feminio",1
"3408","text69","min",1
"3409","text69","altura",1
"3410","text69","respta",1
"3411","text70","almejo",1
"3412","text70","consequentemente",1
"3413","text70","discrepância",1
"3414","text70","ocorreu",1
"3415","text70","sobretudo",1
"3416","text70","verdadeiro",1
"3417","text70","baque",1
"3418","text70","preparamos",1
"3419","text70","durante",1
"3420","text70","esperamos",1
"3421","text110","esperamos",1
"3422","text184","esperamos",1
"3423","text70","queríamos",1
"3424","text70","futuramente",1
"3425","text70","equipe",1
"3426","text70","novamente",1
"3427","text70","portanto",1
"3428","text96","portanto",1
"3429","text71","servidor",1
"3430","text71","defasado",1
"3431","text71","base",1
"3432","text71","aconteceu",1
"3433","text72","rever",1
"3434","text72","frustrante",1
"3435","text72","pontuaram",1
"3436","text72","ampla",1
"3437","text72","poderíamos",1
"3438","text72","termo",1
"3439","text72","vantagens",1
"3440","text72","cotistas",1
"3441","text72","amplas",1
"3442","text72","reconhecida",1
"3443","text72","cidadãos",1
"3444","text73","previsão",1
"3445","text121","previsão",1
"3446","text136","previsão",1
"3447","text73","realizadora",1
"3448","text73","provas",1
"3449","text74","atinge",1
"3450","text74","fizesse",1
"3451","text76","mercê",1
"3452","text76","marginalidade",1
"3453","text76","sabem",1
"3454","text76","geral",1
"3455","text76","anda",1
"3456","text76","mal",1
"3457","text76","pior",1
"3458","text76","agentes",1
"3459","text76","pacífico",1
"3460","text77","#missãochina",1
"3461","text77","construção",1
"3462","text77","ponte",2
"3463","text77","ssa",1
"3464","text77","itaparica",1
"3465","text77","vlw",1
"3466","text77","abraços",1
"3467","text78","#chamamaisrui",1
"3468","text78","saldado",1
"3469","text78","invés",1
"3470","text91","invés",1
"3471","text78","remunerada",1
"3472","text79","fraco",1
"3473","text79","entregue",1
"3474","text79","baratas",1
"3475","text79","crime",1
"3476","text184","crime",1
"3477","text79","organizado",1
"3478","text184","organizado",1
"3479","text79","mandando",1
"3480","text82","certo",1
"3481","text82","poderoso",1
"3482","text82","comando",1
"3483","text82","amém",1
"3484","text83","lista",1
"3485","text83","provisória",1
"3486","text83","chances",1
"3487","text85","sugerir",1
"3488","text85","vossa",1
"3489","text85","excelência",1
"3490","text85","vez",1
"3491","text85","área",2
"3492","text85","administrativa",2
"3493","text85","ocupar",1
"3494","text85","vontade",1
"3495","text85","potencial",2
"3496","text96","potencial",1
"3497","text85","agir",1
"3498","text85","valer",1
"3499","text85","aproveite",1
"3500","text85","entusiasmo",1
"3501","text85","votei",1
"3502","text85","sabia",1
"3503","text85","valerem",1
"3504","text85","pena",1
"3505","text87","classe",1
"3506","text87","apelar",1
"3507","text87","caput",1
"3508","text87","artigo",1
"3509","text87","respeitado",2
"3510","text87","discrimina",1
"3511","text87","algumas",1
"3512","text87","corrigirem",1
"3513","text87","equivale",1
"3514","text87","pensamos",1
"3515","text87","eletrônicas",1
"3516","text88","intervenção",1
"3517","text88","cachoeira",1
"3518","text88","vive",1
"3519","text88","guera",1
"3520","text88","morte",1
"3521","text89","aprovado",1
"3522","text89","ótimo",1
"3523","text90","policlínica",1
"3524","text90","jequié",1
"3525","text90","saí",1
"3526","text91","ex.sr.rui",1
"3527","text91","certame",2
"3528","text91","classificou",1
"3529","text91","notas",1
"3530","text91","altas",1
"3531","text91","provavelmente",1
"3532","text91","corrigidas.tendo",1
"3533","text91","concurso.além",1
"3534","text91","encontra",1
"3535","text91","material",1
"3536","text91","humano.ao",1
"3537","text95","presa",1
"3538","text95","racial",2
"3539","text95","difícil",1
"3540","text95","entender",1
"3541","text95","porquê",2
"3542","text95","capacitada",1
"3543","text95","pioneiros",1
"3544","text95","luta",1
"3545","text95","começa",1
"3546","text96","representantes",1
"3547","text96","petistas",1
"3548","text96","sei",1
"3549","text96","entretanto",1
"3550","text96","aqui",1
"3551","text96","elogios",1
"3552","text96","peço-lhe",1
"3553","text96","apesar",1
"3554","text96","faz-se",1
"3555","text96","reaproveitamento",1
"3556","text96","chamando",1
"3557","text96","suprindo",1
"3558","text96","pontuando",1
"3559","text96","candidatura",1
"3560","text96","passo",1
"3561","text96","novas",1
"3562","text96","chamadas",1
"3563","text108","igual",1
"3564","text110","cumpra",1
"3565","text110","palavra",1
"3566","text111","tbm",1
"3567","text114","guarda",1
"3568","text136","guarda",1
"3569","text114","municipal",1
"3570","text136","municipal",1
"3571","text120","eloina",1
"3572","text120","viana",3
"3573","text120","malu",1
"3574","text120","tainan",1
"3575","text120","clicar",1
"3576","text120","link",1
"3577","text175","link",1
"3578","text120","resultado",1
"3579","text139","resultado",1
"3580","text122","boa-sorte",1
"3581","text124","força",1
"3582","text126","#juntassomosmaisfortes",1
"3583","text127","aguardar",1
"3584","text128","oi",1
"3585","text133","pistas",1
"3586","text133","francisco",1
"3587","text171","francisco",1
"3588","text133","conde",1
"3589","text133","esburacadas",1
"3590","text139","cfo",1
"3591","text139","sai",1
"3592","text140","presidente",1
"3593","text140","semana",1
"3594","text140","passada",1
"3595","text140","viu",1
"3596","text140","pista",1
"3597","text140","péssima",1
"3598","text142","correria",1
"3599","text144","coragem",1
"3600","text144","olhar",1
"3601","text144","kkkkkkk",1
"3602","text146","torcendo",1
"3603","text146","amentar",1
"3604","text146","dedicarão",1
"3605","text146","visando",1
"3606","text146","torna-se",1
"3607","text148","ooooop",1
"3608","text152","diana",1
"3609","text152","dianna",1
"3610","text152","azevedo",1
"3611","text155","caique",1
"3612","text155","silveira",1
"3613","text158","silveira",1
"3614","text158","ronaldo",1
"3615","text158","broder",1
"3616","text159","aki",1
"3617","text159","vidal",1
"3618","text159","mateus",1
"3619","text160","jhonnata",1
"3620","text160","pinheiro",1
"3621","text160","veja",1
"3622","text161","henrique",1
"3623","text161","souza",1
"3624","text179","souza",1
"3625","text162","raiana",1
"3626","text162","machado",2
"3627","text162","luana",1
"3628","text162","cauan",1
"3629","text162","ribeiro",1
"3630","text162","vitor",1
"3631","text176","vitor",1
"3632","text162","jesus",1
"3633","text163","paula",1
"3634","text163","suélly",1
"3635","text163","erick",1
"3636","text163","caldas",1
"3637","text164","sandrinha",1
"3638","text164","oliveira",1
"3639","text181","oliveira",1
"3640","text165","thaís",1
"3641","text165","reis",1
"3642","text166","elaine",1
"3643","text166","araújo",1
"3644","text167","luciano",1
"3645","text167","dantas",1
"3646","text168","rafael",1
"3647","text168","luis",1
"3648","text169","carine",1
"3649","text169","fernandes",1
"3650","text170","hamilton",1
"3651","text171","raell",1
"3652","text171","adailton",1
"3653","text172","nayara",1
"3654","text172","santana",1
"3655","text182","santana",1
"3656","text173","mércia",1
"3657","text173","barbosa",1
"3658","text174","lucas",1
"3659","text174","silva",1
"3660","text175","acesse",1
"3661","text175","grupo",1
"3662","text175","whatsapp",1
"3663","text175","chat.whatsapp.com",1
"3664","text175","iaio7zkrgp7bknhq86vgdq",1
"3665","text176","macedo",1
"3666","text177","monique",1
"3667","text177","vila",1
"3668","text177","laudano",1
"3669","text178","felipe",1
"3670","text178","sapucaia",1
"3671","text179","patricia",1
"3672","text180","_segurança_",1
"3673","text180","quarto",1
"3674","text180","deficit",1
"3675","text180","querem",1
"3676","text181","saulo",1
"3677","text182","mikaele",1
"3678","text183","evelyn",1
"3679","text183","lobo",1
"3680","text184","m.facebook.com",1
"3681","text184","hashtag",1
"3682","text184","refid",1
"3683","text184","ref",1
"3684","text184","m_notif",1
"3685","text184","notif_t",1
"3686","text184","like",1
"3687","text184","__tn__",1
"3688","text184","r-r",1
"3689","text184","clamamos",1
"3690","text184","contínuo",1
"3691","text184","cresce",1
"3692","text184","esperar",1
"3693","text184","principalmente",1
"3694","text185","www.facebook.com",1
"3695","text185","ruicostaoficial",1
"3696","text185","photos",1
"3697","text185","type",1
"3698","text185","theater",1
